SYMBOL	adj.P.Val	P.Value	logFC
2810022L02Rik	0.1653	0.04093983	0.966817
EG384814	0.0593	0.00356819	0.966923
Gnb4	0.0665	0.00528647	0.967355
BC053749	0.1607	0.03904678	0.967799
Paip2	0.0522	0.0024069	0.968065
4933417K04Rik	0.0622	0.00426106	0.968482
2610209A20Rik	0.061	0.00384095	0.969103
Tgfb1i1	0.0727	0.00665733	0.970626
E130115J16Rik	0.0668	0.00541659	0.970709
LOC114601	0.076	0.00749394	0.970742
Slc26a4	0.164	0.04037493	0.971361
C630029K18Rik	0.0805	0.00869392	0.971631
Eps8l1	0.0617	0.00406468	0.97179
Mrpl15	0.1697	0.04311322	0.971822
Neu2	0.0999	0.01440255	0.972142
Mrgpra2	0.0845	0.00964364	0.973509
Schip1	0.0848	0.00971687	0.975361
Zfp97	0.0704	0.00618153	0.97571
Zfp277	0.0544	0.00273646	0.977449
Heca	0.1286	0.02506459	0.978339
Phlda1	0.1165	0.02035471	0.979581
Ubtd2	0.0566	0.00303471	0.980217
Sync	0.1611	0.03925359	0.98049
Ncoa1	0.0357	0.00076142	0.980889
2010301N04Rik	0.0891	0.01092545	0.98089
Hip1r	0.1165	0.02034884	0.981367
Il18	0.1074	0.01691602	0.981487
Trp53inp1	0.0656	0.00496211	0.981683
Hspa5bp1	0.0877	0.01048914	0.982126
Setd6	0.0436	0.00139989	0.982743
Zfp523	0.0542	0.00261571	0.983644
Mtus1	0.048	0.00184563	0.983836
Slitl2	0.1255	0.02391371	0.98384
Elf3	0.1119	0.01860368	0.98425
Atp2a2	0.1028	0.01538177	0.98564
Tob2	0.0608	0.00380419	0.98569
Hspa2	0.0436	0.0013995	0.985845
Klf2	0.0357	0.00075907	0.985942
Sf3b4	0.1455	0.03189114	0.985949
BC062115	0.1525	0.03513454	0.986087
1700012B09Rik	0.1234	0.02292591	0.987227
Prx	0.1257	0.02394838	0.987267
Ovol2	0.1216	0.02223862	0.987401
Nup88	0.1764	0.04663255	0.987591
Rbm26	0.0762	0.00752422	0.987968
4632434I11Rik	0.0891	0.01091269	0.988162
Rab27a	0.0383	0.0009525	0.988874
1700065O13Rik	0.057	0.00311013	0.989214
Slc17a7	0.091	0.01140301	0.989666
Mint	0.0662	0.00513296	0.989742
Mmp1a	0.057	0.00308511	0.991703
Xrn2	0.0981	0.01364865	0.993387
Cript	0.0383	0.00095336	0.993526
2510002A14Rik	0.0339	0.000636	0.993594
Strn3	0.0811	0.00886348	0.99389
1700023M03Rik	0.055	0.0027833	0.994204
Prkg1	0.1133	0.01924812	0.99575
LOC381795	0.0425	0.00127552	0.996406
3110050K21Rik	0.0831	0.00934807	0.996948
4932431H17Rik	0.1125	0.01883129	0.997612
Atbf1	0.0499	0.00209032	0.997742
Mbldc1	0.0744	0.0071169	0.997876
A130033B22	0.1116	0.01851025	0.998334
Msx1	0.0692	0.00592882	0.99965
G630009D10Rik	0.1726	0.04447058	0.999763
Fert2	0.0414	0.00120462	0.999818
Creb1	0.1055	0.01626969	1.002778
Vezf1	0.0788	0.00815231	1.002879
Spred2	0.101	0.0147394	1.003795
Erf	0.0563	0.00295052	1.004998
Pcdh20	0.0583	0.00338377	1.005406
Zp1	0.0646	0.00471646	1.005407
Akr1c21	0.1293	0.0254112	1.00558
Ptprs	0.0791	0.00820806	1.00686
Sgcd	0.0605	0.00376486	1.007634
Cnn3	0.1262	0.02410224	1.008437
AW413431	0.0665	0.00531018	1.009786
Oc90	0.0755	0.00737234	1.010007
Tsrc1	0.0389	0.00102394	1.011766
Rock1	0.1366	0.02836622	1.012356
D10Bwg1379e	0.1754	0.04608249	1.012642
A630026H08Rik	0.1033	0.01563426	1.012802
AW125753	0.126	0.02403631	1.013165
Psmc3ip	0.0811	0.00881486	1.013832
Olfr1424	0.0686	0.00581073	1.014932
Polr3d	0.1033	0.01557196	1.015039
Rassf3	0.1182	0.02091762	1.015635
Rnf150	0.1627	0.03986654	1.016585
Mef2c	0.0669	0.00544808	1.018928
Cpt1c	0.0903	0.0112047	1.018978
Hist1h1b	0.0982	0.01368495	1.019834
Fez1	0.0353	0.00073709	1.020195
Paics	0.0897	0.01108634	1.02107
Ddx4	0.0803	0.00849852	1.021289
Itga1	0.0542	0.00270245	1.022746
Zfp617	0.0984	0.0137427	1.023281
C630013N10Rik	0.0644	0.00461176	1.023613
Tjp1	0.1392	0.02952073	1.025196
Freq	0.046	0.00162047	1.025284
5430401O09Rik	0.0525	0.00243632	1.025309
V1rh21	0.0773	0.00783531	1.025632
Atp2a3	0.0277	0.00037766	1.025685
Pde4dip	0.0834	0.00943783	1.025928
Dlgap4	0.0707	0.00625413	1.026237
Pola2	0.0536	0.00251891	1.02729
C630028N24Rik	0.1565	0.03686213	1.027344
Fbxo32	0.0856	0.00997151	1.028006
Myh11	0.118	0.02081734	1.028521
Zfp182	0.0646	0.00471638	1.028595
BC047219	0.1229	0.02268088	1.028844
Cbfa2t1h	0.1045	0.01594403	1.029802
V1ra2	0.173	0.04467335	1.030429
Grb14	0.0489	0.00198761	1.030651
Olfr157	0.0339	0.00062767	1.031221
Dst	0.1204	0.02178045	1.031564
Hcn3	0.1494	0.03380452	1.03208
BC049806	0.059	0.00352573	1.032917
Oazin	0.0766	0.00766929	1.03479
A230107C01Rik	0.1754	0.04616161	1.034979
Rps6kb2	0.1103	0.01785152	1.035069
Tpm3	0.1823	0.04973201	1.035138
B930008K04Rik	0.0747	0.00723209	1.035807
Gdap1l1	0.178	0.04732325	1.035915
Anln	0.1748	0.04575369	1.036306
Epgn	0.1094	0.0175625	1.036555
Edg2	0.0659	0.00506742	1.037496
Rufy2	0.1148	0.01969259	1.037538
Pou2f1	0.0655	0.00494256	1.037969
Nat6	0.0668	0.00536032	1.039445
2610016F04Rik	0.0644	0.0046347	1.041324
4933416C03Rik	0.1586	0.03765044	1.041798
Rabl2a	0.033	0.0005634	1.041907
LOC225497	0.1335	0.02725938	1.041933
Adcy9	0.0945	0.01245357	1.042311
4930544G11Rik	0.1614	0.0393735	1.042345
Lphn1	0.0456	0.00154641	1.042467
Lmcd1	0.1197	0.02144971	1.043306
Ntrk3	0.0644	0.00467114	1.044981
Wnt5a	0.1212	0.02205606	1.045265
Gng8	0.039	0.00103767	1.046128
Sgk	0.0659	0.00506901	1.047528
Rage	0.1235	0.0229758	1.047878
BC056929	0.057	0.00311906	1.048813
Hey2	0.1158	0.02001133	1.048834
LOC622404	0.0621	0.00421758	1.049024
AI132487	0.0446	0.00147075	1.050571
Hspb6	0.086	0.01007195	1.051563
Zfp78	0.0552	0.00281216	1.052082
D130016K21Rik	0.1235	0.02303489	1.052636
Fads2	0.0662	0.00512613	1.054576
Pde1c	0.0926	0.011974	1.055038
4933439F18Rik	0.118	0.02080392	1.055874
Cnot2	0.1654	0.04102346	1.058306
Olfr206	0.099	0.01416489	1.058942
BC046404	0.0879	0.01058501	1.059884
Hap1	0.135	0.02780539	1.060275
Ikzf5	0.0552	0.00283114	1.060985
Cilp2	0.1587	0.03772399	1.061175
Cdc25a	0.0583	0.00342715	1.061553
Tceal1	0.1331	0.02710361	1.061664
Cdk5	0.0389	0.00102608	1.062094
2610529H08Rik	0.0603	0.00374453	1.063112
Tbxa2r	0.0381	0.00092548	1.063485
4930550B20Rik	0.1028	0.01522844	1.063719
2900046G09Rik	0.1111	0.01828447	1.063781
U2af2	0.1016	0.01486312	1.064006
2610034M16Rik	0.1725	0.04445511	1.064873
Hdac5	0.1295	0.02552595	1.06516
Htra3	0.0303	0.00045937	1.065256
C130060K24Rik	0.0736	0.00686638	1.065359
Ccl27	0.052	0.00235745	1.066159
Pbxip1	0.0668	0.00539894	1.066544
Siat7f	0.0772	0.00781891	1.067027
3110040N11Rik	0.0986	0.01400295	1.068128
Fndc7	0.1557	0.03652017	1.068462
Hsp105	0.0799	0.00840687	1.068473
LOC382044	0.1545	0.03596599	1.069953
Sec24d	0.046	0.00158688	1.071504
Kcnh2	0.1192	0.02129449	1.071521
0610009F02Rik	0.0563	0.00294593	1.071912
Olfr1198	0.1111	0.0183033	1.073066
Siat5	0.067	0.00547161	1.073479
Cdh16	0.046	0.00161178	1.075129
Olfr66	0.1322	0.02674148	1.075891
2810022L02Rik	0.1338	0.0273758	1.075924
Inpp4a	0.1046	0.01597979	1.07633
6530418L21Rik	0.0799	0.00841389	1.07658
2400006A19Rik	0.1299	0.02574696	1.077574
2700049P18Rik	0.1246	0.02344228	1.080388
Trerf1	0.0766	0.00765252	1.080395
Glrx2	0.0494	0.00203785	1.081004
Myst4	0.0568	0.00306344	1.081626
Kcnj14	0.1336	0.02730885	1.082352
Mtrf1l	0.0746	0.00717912	1.083707
Smtn	0.0758	0.00742434	1.084032
Acate2	0.1132	0.0192039	1.084153
Trim56	0.0685	0.00576591	1.086224
Hspa5bp1	0.0982	0.01370337	1.087418
2310045A20Rik	0.0709	0.00631072	1.090273
ORF21	0.0662	0.00514223	1.091129
Amigo1	0.0655	0.00494431	1.091219
Sult1d1	0.1081	0.01710263	1.091731
A430083B19Rik	0.1311	0.02638064	1.092896
B230217C12Rik	0.0765	0.00761344	1.093409
Zbtb40	0.1165	0.02031605	1.093436
Socs6	0.0542	0.00270936	1.093922
Fbxo32	0.0445	0.00144767	1.094511
Rps6ka5	0.0373	0.00087552	1.094678
Rbm9	0.0481	0.00186269	1.095297
Alcam	0.1545	0.03598776	1.096941
Plekha5	0.1368	0.02848451	1.100074
Smtn	0.0884	0.01072752	1.10047
Cpsf6	0.0646	0.00474322	1.100717
Lrrc50	0.1236	0.02307041	1.102125
Spag4l	0.1127	0.01896428	1.103728
Tceal1	0.1082	0.01714802	1.103916
Nes	0.0955	0.01292017	1.10417
Hcfc1r1	0.0478	0.00182245	1.104618
Tiam2	0.0642	0.00458702	1.104798
Rbm15	0.1143	0.01956044	1.105099
Tle1	0.0803	0.00853544	1.105325
Olfr1349	0.0602	0.00371776	1.105865
Itga9	0.1479	0.03298223	1.106837
Etnk2	0.057	0.0031513	1.107524
4732435N03Rik	0.0703	0.00614078	1.107577
Zcchc3	0.0602	0.00373363	1.107902
Fbxo2	0.0948	0.01260675	1.108764
C430014D17Rik	0.1177	0.02072461	1.109423
Lnpep	0.154	0.03573734	1.10962
BC046404	0.0644	0.00466702	1.110125
Acot2	0.1045	0.01592666	1.111474
Abcc1	0.0927	0.0120041	1.112174
Acp1	0.0644	0.00467987	1.112989
4933403G14Rik	0.062	0.00410999	1.115828
Nlgn3	0.0461	0.00163795	1.116537
Fez1	0.0309	0.00047756	1.116882
4931408A02Rik	0.1189	0.02118665	1.117055
Per1	0.1351	0.02790799	1.117512
4732471D19Rik	0.094	0.012332	1.117779
D030011O10Rik	0.0326	0.00053997	1.118514
Wdr31	0.0707	0.00624348	1.120088
2310008M20Rik	0.1645	0.04061736	1.122046
Armc6	0.0614	0.00396977	1.123122
Zbtb3	0.0955	0.01291369	1.123272
Lypla1	0.0581	0.00333101	1.12363
Slc6a9	0.0612	0.00394156	1.124074
Hr	0.1426	0.03081342	1.124177
Rfx2	0.0787	0.00810947	1.124581
Hectd2	0.0506	0.00217382	1.125508
Ramp1	0.103	0.01546327	1.125641
4632409L22Rik	0.0985	0.01388834	1.126135
Whrn	0.0434	0.00136087	1.129268
1700024K14Rik	0.0772	0.00780446	1.130199
Pacsin3	0.057	0.00319959	1.13118
Gas2l1	0.173	0.04471393	1.13223
Mylk	0.0929	0.01204351	1.132301
Nrxn1	0.1392	0.02953381	1.133222
Tmem34	0.1593	0.03824422	1.133355
Ntrk3	0.1291	0.02529485	1.13337
Olfr1477	0.0914	0.01153943	1.134232
Fbxo42	0.1582	0.03748111	1.134483
Mylk	0.0803	0.00857439	1.136121
Mrgprf	0.0542	0.00269828	1.136783
Slitrk1	0.1293	0.02542703	1.140989
1110064P04Rik	0.059	0.00351421	1.141535
Col4a5	0.1368	0.02852634	1.142769
Mmp17	0.1635	0.04015677	1.143826
4833426J09Rik	0.0353	0.00072771	1.14479
Mfap5	0.0542	0.00262663	1.145
Jun	0.0348	0.00066961	1.14515
Krtcap1	0.0517	0.00231945	1.145283
Zfp398	0.0746	0.00720082	1.14593
Ptprr	0.0939	0.01225842	1.146102
Tceal5	0.1329	0.02700741	1.147002
Kcnh2	0.0915	0.01160274	1.147026
Tbxa2r	0.0626	0.00433382	1.147566
Ankrd10	0.1181	0.02088449	1.147946
Hist1h2ab	0.0908	0.01135868	1.150908
Reep1	0.1339	0.02746209	1.152871
Epha1	0.1655	0.04115307	1.153366
Olfr806	0.0849	0.0097681	1.154001
Gm614	0.1771	0.04697525	1.159823
Hrc	0.116	0.02009653	1.160109
4432405B04Rik	0.041	0.00118128	1.160176
Myh6	0.1319	0.0266246	1.160333
LOC195357	0.1063	0.01655322	1.160853
Phka1	0.057	0.0031713	1.161734
Olfr961	0.1627	0.0398627	1.162575
AW049604	0.0597	0.003654	1.1633
Olfr915	0.1396	0.02975098	1.165549
Stk23	0.1054	0.01623423	1.165885
Adamts1	0.0433	0.00134659	1.166
Tcfeb	0.1392	0.02954413	1.168346
Hs3st3a1	0.0617	0.00405081	1.168574
Pacrg	0.088	0.01062605	1.168675
B3bp	0.0463	0.00167208	1.168688
Ppl	0.1133	0.01929758	1.172062
Pthlh	0.077	0.00776907	1.173968
Caskin1	0.1308	0.02622529	1.174338
LOC632687	0.0663	0.00517552	1.174434
Olfr437	0.0851	0.00984486	1.175506
Slc22a1	0.0948	0.01257592	1.176124
2900064A13Rik	0.052	0.00235251	1.177139
Smtn	0.1253	0.02381971	1.177247
4922503N01Rik	0.1253	0.02383565	1.178255
Tsga14	0.039	0.00103751	1.178272
Mkks	0.0805	0.00863509	1.178785
Pole	0.0743	0.00706415	1.179246
Thrap2	0.067	0.00548655	1.181067
Fancc	0.047	0.00171228	1.181636
LOC192950	0.0948	0.01260043	1.183513
Pdcd5	0.0801	0.0084522	1.184967
1300013J15Rik	0.1302	0.0259069	1.185576
1700006D24Rik	0.0727	0.00664311	1.187411
Atp10a	0.0837	0.00948029	1.187691
Dact2	0.0641	0.00453699	1.187714
Atp2b4	0.1385	0.02914589	1.188235
Nxph2	0.1748	0.04579295	1.188777
Usp13	0.0853	0.00993375	1.189868
2410004A20Rik	0.0729	0.00672402	1.190256
Xkh	0.0707	0.00624648	1.190372
Dach1	0.0795	0.00833008	1.190918
Slc1a7	0.086	0.01007853	1.191146
Tceal6	0.0764	0.00757793	1.192057
Peli2	0.0477	0.00178462	1.192564
Syt11	0.0321	0.0005276	1.193213
Col4a6	0.1238	0.02316549	1.193487
Gja7	0.0687	0.00583081	1.194711
Ercc5	0.0644	0.00467439	1.197515
Klhl23	0.1477	0.03291424	1.197687
Nr1d1	0.0394	0.0010677	1.197743
AI462438	0.1049	0.01603463	1.197891
Tmprss5	0.033	0.00056493	1.198677
Zfp771	0.0931	0.01208297	1.199348
Bcdin3	0.0678	0.00564501	1.199994
1700047E16Rik	0.0492	0.00202422	1.202301
Si	0.0785	0.00807125	1.204899
Zcchc3	0.0252	0.00026013	1.206684
H13	0.0803	0.00855869	1.208062
Olfr298	0.094	0.01229374	1.208255
Rbpms	0.0394	0.0010845	1.20934
Erf	0.1071	0.01681668	1.211011
Msx2	0.1113	0.01836989	1.211077
Adarb1	0.0288	0.00040351	1.211186
BC053749	0.0395	0.00109944	1.212687
Pxt1	0.1171	0.02052725	1.212842
Gpr50	0.0831	0.00934368	1.212888
Zfp87	0.0612	0.00389818	1.213152
Brdt	0.0913	0.0115112	1.214675
Pgm5	0.1108	0.01804805	1.214983
Rrad	0.13	0.02582319	1.216963
Socs2	0.057	0.00314408	1.217322
Slc12a1	0.0801	0.00844254	1.21804
Enpp6	0.1228	0.02264515	1.218865
Lims2	0.0621	0.00417731	1.219633
Rev3l	0.1202	0.02168522	1.220199
Nr1d1	0.0253	0.0002803	1.221823
Sox13	0.094	0.01235777	1.224753
3000002G13Rik	0.0876	0.01046203	1.227055
G6pc2	0.0668	0.00540285	1.227166
Atp2b4	0.0517	0.0023205	1.227385
Wbscr24	0.077	0.00777263	1.227528
Rnf12	0.071	0.00633106	1.228577
Nfic	0.1028	0.01540381	1.228684
Rpo2tc1	0.0436	0.00139745	1.229251
Zfp160	0.1445	0.03149034	1.231262
Whrn	0.0501	0.00211489	1.231324
Gm129	0.074	0.00698112	1.23445
2310014H19Rik	0.0689	0.00587388	1.234876
Dscr1l1	0.0955	0.01289379	1.235298
Ceacam13	0.0353	0.00071675	1.235471
Cacna2d1	0.0668	0.00538051	1.236238
Lmod1	0.0757	0.00739563	1.236552
2010323F13Rik	0.0998	0.01434505	1.238097
Idb4	0.0616	0.00402415	1.23889
Pip5k1a	0.111	0.01824219	1.23903
B3gnt5	0.0479	0.00183337	1.239497
Gnao	0.0339	0.00064167	1.239812
Slc22a1	0.0879	0.01056472	1.241223
Ankrd17	0.0373	0.00085172	1.241528
9030025P20Rik	0.1383	0.02906922	1.242407
Lims2	0.0384	0.00097909	1.245097
Ripk5	0.0515	0.00227238	1.247472
Olfr435	0.0506	0.00216874	1.248629
Psip1	0.0594	0.0036106	1.248833
Sgcg	0.057	0.00316217	1.249042
5330439J01Rik	0.0593	0.00359474	1.249552
1700028K03Rik	0.094	0.01233663	1.250207
5830404H04Rik	0.0247	0.00020654	1.251027
Asb2	0.1125	0.01875614	1.251478
Cstad	0.0586	0.00346143	1.252535
Mpdz	0.111	0.01819955	1.253042
Chek2	0.1409	0.03020409	1.254543
Hic2	0.0612	0.00391442	1.254746
2610209A20Rik	0.0968	0.01325307	1.255061
Orc2l	0.1174	0.02063504	1.255106
Thbs3	0.0353	0.00071706	1.255795
Abat	0.0522	0.00241023	1.258551
2210407C18Rik	0.0515	0.00228641	1.260091
Actn2	0.0801	0.00844989	1.260379
Zfp36	0.0394	0.00108449	1.26055
Trim36	0.0583	0.00341708	1.264902
4932442K08Rik	0.0288	0.00041408	1.266374
9530077C05Rik	0.1637	0.04021194	1.268902
9530091C08Rik	0.145	0.03164539	1.271011
Tcl1b3	0.0791	0.00818326	1.274427
Rfx1	0.0677	0.00558713	1.274788
Ppp1r14a	0.1316	0.02653183	1.27501
Irf6	0.125	0.02364312	1.276508
1700084C01Rik	0.0625	0.00431992	1.276548
Fancc	0.0484	0.00188275	1.279526
Olfr1261	0.0593	0.00360323	1.280317
LOC268663	0.0612	0.00390011	1.280732
Olfr68	0.078	0.00797829	1.284223
Mlr2	0.1823	0.04973155	1.284374
Il15	0.0385	0.00099406	1.286112
Axud1	0.0277	0.00036184	1.286528
Adarb1	0.0579	0.00330471	1.286952
Olfr1437	0.0583	0.0034005	1.288094
1110004B13Rik	0.0207	0.00012231	1.290268
BB146404	0.1184	0.02098214	1.290296
Smarca1	0.0373	0.0008498	1.290376
Klf5	0.0339	0.00064424	1.291672
Rsf1	0.0619	0.00409092	1.293179
Caln1	0.1033	0.01554624	1.293432
1500031H04Rik	0.0646	0.00473486	1.294118
Cenpj	0.0489	0.00198511	1.294451
LOC667250	0.0338	0.00061661	1.295995
Susd2	0.0716	0.0064616	1.296084
Vldlr	0.0651	0.00481712	1.296607
Thbs3	0.0338	0.00061546	1.297509
Ddr2	0.0288	0.00041304	1.297705
P2rx5	0.0339	0.00062456	1.298376
Olfr345	0.1492	0.03371496	1.299757
Kcnh2	0.1125	0.01874331	1.300465
V1rc25	0.0999	0.01441609	1.301509
Scnm1	0.0446	0.00146631	1.30243
Olfr796	0.1452	0.03174505	1.302854
Hip1	0.0522	0.00239975	1.303336
Nfic	0.0979	0.01359745	1.307836
Foxk1	0.0665	0.00522777	1.309757
Mia1	0.1714	0.04394214	1.311266
Adamts15	0.1507	0.03443639	1.314397
Slc2a13	0.0631	0.00441517	1.315248
9430062J17Rik	0.101	0.01473378	1.315656
Lims2	0.0425	0.00126413	1.31606
Kcnmb4	0.0852	0.00988898	1.317022
Hoxd13	0.1049	0.01605385	1.317518
Bai2	0.1425	0.03076138	1.318499
Yod1	0.027	0.0003394	1.320057
Fmr2	0.0253	0.00027732	1.32096
Olfr357	0.1252	0.02372562	1.321164
Foxf1a	0.0877	0.01050226	1.321283
P2rx1	0.1425	0.03069624	1.321616
Pdlim3	0.0607	0.00378115	1.322931
Mbldc1	0.0542	0.00271679	1.323356
BC099381	0.126	0.02403482	1.324731
Fgf17	0.0903	0.01119449	1.329097
Sgk3	0.1577	0.03731965	1.329621
Tead3	0.0599	0.00368138	1.330211
Cyp4f14	0.065	0.00479449	1.331412
Sdro	0.1491	0.03367507	1.334346
Chst2	0.0555	0.00286618	1.335647
Olfr214	0.1592	0.03813615	1.33698
Sparcl1	0.1295	0.02552839	1.337116
Syt5	0.1002	0.01450054	1.337194
Tnni3k	0.0542	0.00265762	1.337921
Ifna1	0.0985	0.01390909	1.338231
Zfp354a	0.025	0.00021799	1.339002
BC043301	0.1653	0.0410069	1.341943
1110007F12Rik	0.1764	0.04666947	1.341952
Entpd6	0.1704	0.04347043	1.343112
Slmap	0.0542	0.00262814	1.345735
Gucy1a3	0.0593	0.00356367	1.3472
4931407K02Rik	0.1804	0.04844755	1.350558
Mdga1	0.0373	0.00085416	1.35067
Sgcd	0.0446	0.00149194	1.351095
Foxd3	0.131	0.02631649	1.351307
BB114266	0.0309	0.00048376	1.351333
Podxl2	0.0542	0.00263039	1.352839
Tnxb	0.0447	0.00150315	1.353041
Arl6ip6	0.0388	0.00100796	1.354442
B230365F16Rik	0.1484	0.03339274	1.357561
Osbpl6	0.0801	0.00845556	1.359775
Serpini1	0.1028	0.01531771	1.361264
Mobp	0.0655	0.00492288	1.36362
Ogn	0.0807	0.00873282	1.364554
Sgca	0.1291	0.02530019	1.367975
Pdlim4	0.0207	0.00012861	1.369493
Kif9	0.1361	0.02823101	1.374608
B3gat1	0.0703	0.00614517	1.375704
Hdac5	0.0406	0.00116463	1.375926
Gm129	0.0511	0.00220704	1.376546
Mcam	0.0672	0.0055025	1.377926
Pscd2	0.0823	0.00921155	1.379798
Rad9	0.1742	0.04529999	1.380069
A830006F12Rik	0.1156	0.01992287	1.380204
4921507P07Rik	0.1104	0.01788479	1.381232
6330442E10Rik	0.0255	0.0002964	1.382225
Ank2	0.027	0.00034641	1.382478
Ubqln2	0.1728	0.0445817	1.382483
Ifnar2	0.178	0.04729125	1.387766
Slc25a29	0.1007	0.014672	1.387849
Hspa2	0.0334	0.00057923	1.39162
Vldlr	0.0608	0.00380461	1.392242
1110001E17Rik	0.0896	0.01105178	1.392694
Gm484	0.1053	0.01616101	1.396563
1110056A04Rik	0.0948	0.01263433	1.396953
Gpx2	0.0729	0.00670958	1.399588
Trp53inp1	0.0538	0.00256717	1.401555
Idb1	0.0213	0.00014733	1.402109
D5Ertd593e	0.057	0.00310628	1.403193
Coro2a	0.0727	0.00664512	1.404823
Dnahc2	0.0985	0.01383341	1.407954
Lcat	0.1436	0.03120329	1.408506
Tnxb	0.0303	0.00046338	1.409006
P2rx1	0.0915	0.01163145	1.411016
Cyr61	0.0262	0.00030802	1.411942
Mtap1b	0.0987	0.01404532	1.413181
Irx2	0.1232	0.02283258	1.41323
Tnxb	0.0373	0.00084698	1.41338
Gemin5	0.1168	0.02045431	1.413606
Thsd4	0.0487	0.00194814	1.415606
Ltbp4	0.0235	0.00018564	1.42005
Lrrfip1	0.1125	0.01881168	1.42023
Set7	0.0845	0.00962855	1.420823
Igf2	0.0436	0.00137996	1.424323
3110007F17Rik	0.082	0.00910569	1.426389
Tubb4	0.048	0.00184602	1.426452
Kif5c	0.0575	0.00325747	1.427207
Senp7	0.0353	0.00073116	1.428669
Ehmt1	0.0334	0.0005831	1.429864
Myh8	0.0348	0.00067455	1.430917
5730454B08Rik	0.0436	0.00137707	1.431356
Gria3	0.1366	0.02839237	1.431968
Olfr411	0.0542	0.00268648	1.433845
Cald1	0.0178	0.00006577	1.434337
Lepr	0.1399	0.02987796	1.4416
Tle1	0.03	0.00044931	1.442436
Olfr692	0.0404	0.00113811	1.44678
Xpnpep2	0.0383	0.00094658	1.447317
Hdac5	0.0353	0.00073416	1.451293
Aard	0.1341	0.02751929	1.451332
Zfp281	0.0218	0.00015313	1.453043
Lhx9	0.0981	0.01363283	1.453953
Ppp1r14a	0.0665	0.00527752	1.454219
Pdcl3	0.0612	0.0039008	1.454563
Slmap	0.0394	0.00105737	1.458468
Evx1	0.0554	0.00286077	1.458808
Foxn4	0.1007	0.01466726	1.462464
Vmo1	0.0574	0.00324563	1.46474
C430010P07Rik	0.0436	0.0013989	1.4648
Trpm4	0.1284	0.0249586	1.469037
scl000510.1_2	0.0644	0.00468649	1.472997
LOC211208	0.0381	0.00091804	1.473572
Ltbp4	0.0178	0.00005189	1.474465
Sip1	0.1296	0.02556784	1.478551
Inmt	0.0953	0.01277929	1.480443
Chst3	0.0659	0.00506357	1.481697
Epn2	0.0365	0.00081042	1.482905
Cyr61	0.0486	0.00193518	1.486094
Adcy8	0.0602	0.00371727	1.488035
Tnfrsf11a	0.0252	0.00025793	1.490322
Malt1	0.0743	0.00705917	1.490805
Uhrf2	0.0389	0.001013	1.491457
Gzmm	0.0463	0.00167509	1.493256
Dtna	0.0677	0.00562031	1.493379
Aof1	0.1645	0.04063469	1.495001
Wnt5a	0.025	0.00022227	1.499674
Serpine2	0.0497	0.00206853	1.50033
9030425E11Rik	0.0352	0.00069951	1.501507
Gpr21	0.0987	0.01404928	1.502142
Pi16	0.094	0.01228491	1.505188
Rhebl1	0.0554	0.0028507	1.507951
Glt8d2	0.0612	0.00392349	1.509349
Ky	0.0727	0.00666449	1.509376
AB182283	0.0651	0.00480671	1.511561
Olfr1333	0.021	0.00013885	1.511991
Olfr232	0.1198	0.02153302	1.513735
Mcam	0.0471	0.00172149	1.516274
1700030E05Rik	0.0665	0.00520855	1.518014
1810049K24Rik	0.033	0.00056553	1.522165
Gpr27	0.0627	0.00436293	1.525401
Mg29	0.0536	0.00252007	1.527771
BC011210	0.0348	0.00067683	1.527994
Mcam	0.0574	0.00324705	1.528907
Gm443	0.1165	0.02031489	1.531179
9630048M01Rik	0.1711	0.04378559	1.531231
Taar7e	0.1463	0.03221874	1.531982
EG546166	0.0221	0.0001578	1.532114
Magea5	0.122	0.02242263	1.532983
Zfp365	0.059	0.00352446	1.533962
Ube2j2	0.1483	0.03333209	1.535627
Gnaz	0.0552	0.00282582	1.53656
Tbx18	0.0653	0.00485859	1.543264
Peli1	0.0251	0.0002335	1.551742
Zap70	0.0915	0.01159363	1.554243
Proc	0.1299	0.02569287	1.55646
Arfl4	0.0321	0.00052574	1.556974
Sema5a	0.0415	0.00121248	1.557034
Bex4	0.1247	0.0234915	1.558336
Srprb	0.0207	0.00012867	1.559085
Chst3	0.1028	0.01524272	1.560131
Adamts1	0.0522	0.00239673	1.561091
Rbm8	0.0405	0.00115025	1.561529
Crk7	0.077	0.00776813	1.569788
Olfr594	0.1408	0.03016128	1.572436
1300002F13Rik	0.0962	0.0131147	1.574322
Sema5a	0.0383	0.00096105	1.575293
Syt7	0.0744	0.00710348	1.575802
Pdzrn3	0.1179	0.02077608	1.57674
Cxxc4	0.033	0.00056438	1.579173
Olfr138	0.1697	0.04319418	1.579947
Dpysl5	0.0563	0.00300987	1.582125
Zfp295	0.116	0.02011516	1.583479
Ggtl3	0.1165	0.02035202	1.584551
Mllt3	0.0908	0.01136696	1.584995
Fzd3	0.057	0.00316783	1.58589
Mlf1	0.0207	0.00010479	1.585965
B230114P05Rik	0.046	0.00161944	1.586931
Prkaa2	0.0207	0.00009871	1.592573
Hnrpa1	0.1569	0.03700467	1.595758
Cpa4	0.0987	0.01402321	1.602931
Sorl1	0.0486	0.00193625	1.604134
ORF63	0.0915	0.01162442	1.604835
4732473B16Rik	0.0788	0.00814306	1.605104
Vldlr	0.0475	0.00174723	1.606157
Ppm1e	0.0785	0.00806423	1.607244
